age,income,pre_test_score,attendance_score,program_offered,program_participation,post_test_score,tau,categ
46.1,2045.0,35.0,33.7,0,0,35.0,35.97,complier
47.6,4971.0,38.67,11.5,0,0,38.67,18.28,never-taker
35.0,14677.0,55.76,6.7,1,0,55.76,15.860000000000008,never-taker
41.5,3209.0,38.28,21.5,1,0,38.28,18.34,never-taker
37.9,326.0,32.98,15.3,0,0,32.98,19.090000000000003,never-taker
35.8,3838.0,36.44,50.9,0,0,36.44,35.760000000000005,complier
46.9,1165.0,33.22,56.4,1,1,63.22,36.22,complier
44.3,4840.0,41.21,35.5,1,1,71.21000000000001,35.09,complier
36.3,2982.0,37.99,15.1,1,0,37.99,18.379999999999995,never-taker
50.6,1036.0,34.98,22.7,1,0,34.98,18.800000000000004,never-taker
47.1,5534.0,39.71,24.2,1,1,69.71000000000001,35.300000000000004,complier
40.8,7850.0,46.93,62.8,0,0,46.93,34.279999999999994,complier
46.8,882.0,34.37,21.5,1,0,34.37,18.89,never-taker
44.8,658.0,34.15,50.7,0,0,34.15,36.09,complier
40.9,9604.0,48.1,56.8,1,1,78.1,34.10999999999999,complier
40.4,29964.0,81.14,56.6,0,0,81.14,29.429999999999996,complier
47.5,3418.0,36.18,27.9,0,0,36.18,35.800000000000004,complier
45.6,6936.0,45.56,22.1,0,0,45.56,17.309999999999995,never-taker
36.5,6440.0,43.1,19.7,1,0,43.1,17.65,never-taker
47.8,3527.0,36.82,50.4,1,1,66.82,35.71,complier
37.7,3174.0,39.04,33.0,1,0,39.04,18.230000000000004,never-taker
41.3,2779.0,35.55,13.5,1,0,35.55,18.72000000000001,never-taker
48.2,2910.0,38.92,10.8,0,0,38.92,18.25,never-taker
43.2,1175.0,32.77,10.7,1,0,32.77,19.12,never-taker
48.5,3961.0,36.84,49.5,0,0,36.84,35.709999999999994,complier
53.6,7710.0,44.18,25.0,0,0,44.18,17.5,never-taker
40.4,3220.0,35.76,51.6,1,1,65.75999999999999,35.86000000000001,complier
47.1,517.0,31.77,23.3,0,0,31.77,19.26,never-taker
48.4,621.0,34.84,58.8,0,0,34.84,35.989999999999995,complier
50.3,10610.0,50.33,55.3,1,1,80.33,33.790000000000006,complier
44.7,371.0,33.89,33.6,1,0,33.89,18.96,never-taker
39.5,6153.0,41.67,54.3,0,0,41.67,35.02,complier
36.3,2420.0,36.94,30.4,0,0,36.94,18.53,never-taker
47.7,9281.0,49.78,67.0,1,1,79.78,33.870000000000005,complier
49.1,7466.0,43.84,29.9,1,1,73.84,34.709999999999994,complier
49.0,1428.0,33.85,42.3,1,1,63.85,36.13,complier
47.3,5194.0,39.23,36.7,1,1,69.22999999999999,35.37,complier
38.8,5644.0,42.51,42.2,1,1,72.50999999999999,34.9,complier
48.8,3536.0,36.75,37.8,1,1,66.75,35.72,complier
34.4,1409.0,34.5,22.5,1,0,34.5,18.87,never-taker
47.9,424.0,32.77,31.9,1,1,62.77,36.28,complier
38.7,9665.0,47.86,13.7,0,0,47.86,16.980000000000004,never-taker
38.4,3956.0,37.74,12.5,0,0,37.74,18.41,never-taker
36.9,1134.0,34.08,53.8,1,1,64.08,36.10000000000001,complier
34.7,4501.0,40.35,16.7,0,0,40.35,18.04,never-taker
48.6,925.0,32.13,17.2,1,0,32.13,19.21,never-taker
37.2,2859.0,37.72,20.4,1,0,37.72,18.42,never-taker
45.6,17302.0,61.92,10.3,0,0,61.92,14.989999999999997,never-taker
51.6,3377.0,39.33,29.2,1,0,39.33,18.190000000000005,never-taker
38.3,6359.0,41.59,48.3,1,1,71.59,35.03,complier
47.2,5205.0,40.99,40.3,0,0,40.99,35.12,complier
38.4,1098.0,34.92,37.8,1,1,64.92,35.980000000000004,complier
41.2,7366.0,45.32,33.1,1,1,75.32,34.49999999999999,complier
39.2,990.0,32.98,10.5,0,0,32.98,19.090000000000003,never-taker
40.3,2332.0,36.66,30.7,0,0,36.66,18.57,never-taker
47.1,8551.0,48.68,18.0,0,0,48.68,16.860000000000007,never-taker
44.5,10768.0,51.44,34.3,0,0,51.44,16.47,never-taker
37.1,7785.0,44.07,24.1,0,0,44.07,34.68,complier
37.5,8173.0,44.82,50.0,0,0,44.82,34.580000000000005,complier
50.8,1734.0,34.8,40.2,1,1,64.8,36.0,complier
36.0,3910.0,39.22,22.5,0,0,39.22,18.200000000000003,never-taker
51.4,9969.0,47.55,27.8,0,0,47.55,34.19,complier
40.1,4778.0,39.75,26.1,0,0,39.75,35.290000000000006,complier
44.3,1681.0,33.46,42.4,1,1,63.46,36.190000000000005,complier
45.1,2635.0,38.03,21.1,1,0,38.03,18.37,never-taker
41.6,2954.0,38.25,20.2,0,0,38.25,18.340000000000003,never-taker
46.8,385.0,31.77,34.2,0,0,31.77,36.43000000000001,complier
42.8,1142.0,35.38,31.9,1,0,35.38,18.75,never-taker
39.6,1853.0,33.07,8.3,1,0,33.07,19.08,never-taker
40.0,4496.0,38.66,38.5,1,1,68.66,35.45,complier
42.4,5621.0,42.94,67.1,1,1,72.94,34.84,complier
52.0,6978.0,45.41,41.4,0,0,45.41,34.49000000000001,complier
44.1,9183.0,47.53,4.6,1,0,47.53,17.03,never-taker
40.9,1402.0,32.99,17.0,0,0,32.99,19.09,never-taker
37.9,4460.0,41.22,30.0,1,0,41.22,17.92,never-taker
43.8,342.0,32.5,27.1,0,0,32.5,19.16,never-taker
41.3,1678.0,34.15,41.6,0,0,34.15,36.09,complier
33.0,3233.0,36.31,23.5,1,1,66.31,35.78,complier
46.6,11841.0,53.53,29.7,0,0,53.53,16.179999999999993,never-taker
47.9,1592.0,36.82,17.7,0,0,36.82,18.54,never-taker
46.7,2178.0,35.61,14.1,1,0,35.61,18.72,never-taker
53.2,1689.0,36.09,35.4,0,0,36.09,18.65,never-taker
46.1,5580.0,39.65,7.8,1,0,39.65,18.14,never-taker
42.5,6721.0,42.44,38.1,0,0,42.44,34.91,complier
46.8,1512.0,32.74,16.2,0,0,32.74,19.12,never-taker
48.2,2783.0,35.45,26.9,1,1,65.45,35.89999999999999,complier
43.6,9073.0,47.17,28.6,0,0,47.17,34.239999999999995,complier
45.4,812.0,32.64,19.4,1,0,32.64,19.14,never-taker
43.5,3208.0,37.51,8.0,1,0,37.51,18.450000000000003,never-taker
50.9,2961.0,37.72,46.3,0,0,37.72,35.58,complier
50.4,3056.0,37.09,36.0,0,0,37.09,35.67,complier
42.9,7900.0,43.56,51.8,1,1,73.56,34.75,complier
40.1,6003.0,42.09,38.1,0,0,42.09,34.959999999999994,complier
43.6,5322.0,41.04,23.4,1,0,41.04,17.950000000000003,never-taker
35.8,2288.0,33.77,49.6,0,0,33.77,36.13999999999999,complier
47.9,6025.0,42.1,39.8,1,1,72.1,34.96,complier
48.5,6321.0,41.08,24.6,1,1,71.08,35.11,complier
38.9,1055.0,31.72,35.4,0,0,31.72,36.43000000000001,complier
48.3,5974.0,42.09,31.5,1,1,72.09,34.959999999999994,complier
42.9,1193.0,34.08,34.0,0,0,34.08,36.10000000000001,complier
53.5,969.0,32.09,18.2,0,0,32.09,19.209999999999997,never-taker
55.8,4378.0,40.95,6.1,0,0,40.95,17.959999999999994,never-taker
42.9,2627.0,35.5,48.4,0,0,35.5,35.900000000000006,complier
36.4,3469.0,38.13,42.6,1,1,68.13,35.52,complier
50.4,3942.0,40.14,13.2,0,0,40.14,18.07,never-taker
52.9,1662.0,36.24,26.8,0,0,36.24,18.629999999999995,never-taker
47.9,3380.0,37.41,16.2,0,0,37.41,18.46,never-taker
44.2,4364.0,38.62,14.2,1,0,38.62,18.29,never-taker
49.7,5911.0,42.33,11.9,1,0,42.33,17.760000000000005,never-taker
38.3,725.0,32.33,12.3,0,0,32.33,19.18,never-taker
49.5,1676.0,33.93,24.0,0,0,33.93,18.950000000000003,never-taker
40.5,945.0,31.57,54.3,1,1,61.57,36.45,complier
43.1,6623.0,43.38,23.3,0,0,43.38,17.61,never-taker
50.5,374.0,32.24,15.8,1,0,32.24,19.19,never-taker
50.3,4903.0,39.69,16.1,0,0,39.69,18.14,never-taker
43.3,6788.0,42.63,5.8,0,0,42.63,17.72,never-taker
40.8,3109.0,37.97,81.3,0,0,37.97,35.55,complier
44.7,19033.0,62.79,42.2,1,1,92.79,32.029999999999994,complier
39.6,2490.0,34.02,52.4,0,0,34.02,36.10999999999999,complier
50.1,2516.0,36.92,18.6,0,0,36.92,18.53,never-taker
40.7,3524.0,36.42,58.3,0,0,36.42,35.77,complier
39.0,1338.0,32.83,52.9,0,0,32.83,36.27,complier
48.4,14845.0,56.65,35.1,1,1,86.65,32.9,complier
45.8,2361.0,35.37,48.2,1,1,65.37,35.910000000000004,complier
41.0,3420.0,37.8,34.1,0,0,37.8,35.57000000000001,complier
41.3,4921.0,40.2,18.0,1,0,40.2,18.07,never-taker
42.9,2609.0,36.95,2.0,0,0,36.95,18.529999999999998,never-taker
39.5,1354.0,35.21,22.7,0,0,35.21,18.77,never-taker
44.9,5398.0,40.35,33.2,0,0,40.35,35.21,complier
43.0,7032.0,43.36,17.4,1,0,43.36,17.619999999999997,never-taker
35.8,1139.0,32.24,66.5,0,0,32.24,36.35999999999999,complier
41.9,4380.0,39.67,34.0,0,0,39.67,35.31,complier
51.1,6533.0,44.61,16.2,1,0,44.61,17.439999999999998,never-taker
39.4,1835.0,35.54,34.9,0,0,35.54,35.89000000000001,complier
41.0,2923.0,38.96,28.9,0,0,38.96,18.24,never-taker
42.0,1104.0,31.86,13.6,1,0,31.86,19.25,never-taker
43.5,1231.0,34.64,24.4,0,0,34.64,18.85,never-taker
37.1,2028.0,35.05,5.5,1,0,35.05,18.800000000000004,never-taker
40.1,6368.0,43.49,49.5,1,1,73.49000000000001,34.76,complier
43.0,5490.0,42.1,68.8,0,0,42.1,34.96,complier
47.1,2330.0,35.95,56.5,1,1,65.95,35.83,complier
46.5,6360.0,41.84,21.0,1,0,41.84,17.83,never-taker
45.2,2162.0,35.47,23.3,0,0,35.47,18.74,never-taker
45.2,1312.0,36.46,22.3,0,0,36.46,18.6,never-taker
39.1,4507.0,38.62,45.7,1,1,68.62,35.45,complier
34.4,12257.0,51.72,43.6,0,0,51.72,33.599999999999994,complier
36.9,626.0,33.33,27.2,0,0,33.33,36.2,complier
45.8,23811.0,74.17,7.4,1,0,74.17,13.25,never-taker
46.4,11607.0,53.66,65.0,0,0,53.66,33.32000000000001,complier
39.1,1087.0,32.28,17.5,0,0,32.28,19.19,never-taker
52.4,5089.0,39.55,19.7,1,0,39.55,18.160000000000004,never-taker
52.2,5318.0,41.59,16.2,1,0,41.59,17.869999999999997,never-taker
39.7,1616.0,34.59,16.3,1,0,34.59,18.86,never-taker
44.5,542.0,34.11,11.7,0,0,34.11,18.93,never-taker
49.4,6394.0,44.75,21.0,1,0,44.75,17.42,never-taker
51.5,1060.0,35.91,42.2,1,1,65.91,35.84,complier
45.1,12409.0,53.26,20.7,0,0,53.26,16.21,never-taker
41.6,1079.0,35.02,44.5,0,0,35.02,35.96,complier
46.9,11433.0,52.67,16.9,0,0,52.67,16.299999999999997,never-taker
46.6,7299.0,43.93,11.5,1,0,43.93,17.54,never-taker
52.6,12595.0,52.19,55.8,0,0,52.19,33.53,complier
47.8,2942.0,37.41,18.8,1,0,37.41,18.46,never-taker
46.5,19018.0,65.39,47.0,0,0,65.39,31.66,complier
43.8,5106.0,39.82,25.1,1,1,69.82,35.279999999999994,complier
46.7,7092.0,46.11,18.1,0,0,46.11,17.230000000000004,never-taker
33.2,2243.0,37.2,23.7,0,0,37.2,18.489999999999995,never-taker
45.3,353.0,33.34,33.9,1,1,63.34,36.2,complier
47.2,14145.0,55.47,27.3,0,0,55.47,33.07000000000001,complier
36.0,3360.0,39.46,17.9,1,0,39.46,18.17,never-taker
38.7,1799.0,35.56,36.7,0,0,35.56,35.89,complier
34.6,781.0,33.7,17.7,1,0,33.7,18.989999999999995,never-taker
46.7,2238.0,36.82,33.0,1,0,36.82,18.54,never-taker
48.1,773.0,33.41,25.3,1,0,33.41,19.03,never-taker
36.9,986.0,33.04,39.1,0,0,33.04,36.25000000000001,complier
42.5,1947.0,35.94,23.6,0,0,35.94,18.67,never-taker
39.0,4356.0,40.37,71.2,0,0,40.37,35.21,complier
46.8,7329.0,43.84,31.8,1,1,73.84,34.709999999999994,complier
39.2,688.0,32.25,17.0,0,0,32.25,19.19,never-taker
39.5,3515.0,36.06,16.3,1,0,36.06,18.65,never-taker
46.1,7140.0,42.62,40.7,0,0,42.62,34.89000000000001,complier
55.6,4840.0,42.23,75.8,1,1,72.22999999999999,34.940000000000005,complier
39.9,2582.0,35.14,16.6,1,0,35.14,18.78,never-taker
40.6,8348.0,46.13,56.9,1,1,76.13,34.38999999999999,complier
42.5,10424.0,47.65,1.3,0,0,47.65,17.009999999999998,never-taker
46.9,4564.0,39.97,31.8,0,0,39.97,35.260000000000005,complier
44.9,12171.0,51.84,9.8,1,0,51.84,16.42,never-taker
40.8,7622.0,44.16,13.6,0,0,44.16,17.5,never-taker
41.7,20912.0,68.67,42.0,0,0,68.67,31.200000000000003,complier
41.2,4302.0,40.17,38.0,1,1,70.17,35.230000000000004,complier
38.5,9180.0,47.36,21.0,0,0,47.36,17.049999999999997,never-taker
49.0,1238.0,32.58,68.5,0,0,32.58,36.31,complier
42.1,1976.0,34.37,37.2,0,0,34.37,36.06000000000001,complier
46.6,12288.0,54.16,13.5,1,0,54.16,16.090000000000003,never-taker
40.9,11189.0,48.6,29.4,1,1,78.6,34.04,complier
44.5,2878.0,38.59,4.8,0,0,38.59,18.29,never-taker
49.4,3020.0,38.96,6.4,0,0,38.96,18.24,never-taker
51.4,1037.0,33.45,5.1,1,0,33.45,19.02,never-taker
48.8,1460.0,34.95,20.6,1,0,34.95,18.809999999999995,never-taker
39.5,14975.0,57.76,35.0,1,1,87.75999999999999,32.74,complier
36.7,1998.0,36.76,39.1,1,1,66.75999999999999,35.720000000000006,complier
43.9,3756.0,39.32,68.4,1,1,69.32,35.36000000000001,complier
46.5,1894.0,34.23,20.2,1,0,34.23,18.910000000000004,never-taker
52.6,12623.0,52.47,35.6,0,0,52.47,33.489999999999995,complier
43.6,597.0,31.8,21.5,1,0,31.8,19.26,never-taker
48.0,3524.0,38.66,12.6,0,0,38.66,18.28,never-taker
45.4,1469.0,35.9,64.2,0,0,35.9,35.84,complier
37.9,1200.0,32.56,60.3,1,1,62.56,36.31,complier
47.2,7477.0,46.36,24.0,1,0,46.36,17.189999999999998,never-taker
43.4,568.0,31.3,45.7,0,0,31.3,36.49000000000001,complier
48.3,1670.0,33.27,19.7,0,0,33.27,19.05,never-taker
37.2,2813.0,36.38,37.4,1,1,66.38,35.77,complier
48.1,2898.0,38.27,29.4,1,0,38.27,18.34,never-taker
43.4,1148.0,32.95,24.0,0,0,32.95,36.25999999999999,complier
41.5,2119.0,36.62,51.3,0,0,36.62,35.74,complier
51.9,9244.0,46.82,30.0,1,1,76.82,34.29,complier
48.1,621.0,31.75,14.9,0,0,31.75,19.26,never-taker
48.0,1838.0,33.97,1.5,1,0,33.97,18.950000000000003,never-taker
43.3,785.0,31.58,13.6,1,0,31.58,19.29,never-taker
38.2,534.0,33.37,23.1,1,0,33.37,19.03,never-taker
37.6,3475.0,36.4,44.8,0,0,36.4,35.77,complier
42.4,1727.0,35.83,36.6,0,0,35.83,35.85000000000001,complier
37.0,681.0,31.93,35.7,0,0,31.93,36.4,complier
41.6,5432.0,41.96,19.8,0,0,41.96,17.82,never-taker
43.8,6384.0,41.42,14.3,1,0,41.42,17.89,never-taker
42.3,644.0,33.64,10.6,0,0,33.64,18.99,never-taker
45.0,6901.0,43.75,24.0,1,0,43.75,17.560000000000002,never-taker
32.5,11391.0,52.43,50.5,0,0,52.43,33.50000000000001,complier
48.0,937.0,35.22,15.8,1,0,35.22,18.770000000000003,never-taker
43.4,5731.0,42.98,13.8,1,0,42.98,17.67,never-taker
46.9,1311.0,35.42,29.5,1,0,35.42,18.739999999999995,never-taker
42.2,1842.0,33.76,15.8,1,0,33.76,18.980000000000004,never-taker
43.3,7635.0,43.78,31.4,1,1,73.78,34.72,complier
38.4,10311.0,48.22,14.1,1,0,48.22,16.930000000000007,never-taker
45.2,2709.0,37.66,44.0,0,0,37.66,35.59,complier
40.4,1032.0,33.48,20.6,1,0,33.48,19.020000000000003,never-taker
45.3,9490.0,49.05,42.0,1,1,79.05,33.980000000000004,complier
48.3,1678.0,35.68,42.8,1,1,65.68,35.87,complier
44.8,1938.0,33.56,43.0,1,1,63.56,36.17,complier
53.8,1084.0,34.34,15.5,1,0,34.34,18.9,never-taker
46.1,7064.0,43.95,30.3,0,0,43.95,34.7,complier
43.7,4953.0,41.95,37.7,1,1,71.95,34.980000000000004,complier
45.0,7433.0,43.49,6.1,1,0,43.49,17.6,never-taker
44.9,2772.0,37.35,23.9,0,0,37.35,18.47,never-taker
47.2,9928.0,48.94,10.7,1,0,48.94,16.83,never-taker
41.1,1485.0,36.59,4.7,0,0,36.59,18.58,never-taker
45.7,1497.0,36.53,12.9,0,0,36.53,18.59,never-taker
39.4,4464.0,39.93,28.2,0,0,39.93,18.1,never-taker
44.7,338.0,32.9,21.8,1,0,32.9,19.1,never-taker
47.3,462.0,33.6,23.7,1,0,33.6,19.0,never-taker
48.4,2575.0,36.27,21.3,1,0,36.27,18.62,never-taker
42.2,6109.0,40.71,37.1,1,1,70.71000000000001,35.160000000000004,complier
50.0,16155.0,61.14,25.4,0,0,61.14,15.099999999999994,never-taker
42.9,1579.0,33.41,16.8,1,0,33.41,19.03,never-taker
38.0,823.0,34.45,41.3,1,1,64.45,36.05,complier
44.6,2818.0,36.17,25.1,0,0,36.17,35.8,complier
47.7,3434.0,39.8,47.7,1,1,69.8,35.290000000000006,complier
40.5,9620.0,46.22,18.3,0,0,46.22,34.379999999999995,complier
37.2,7519.0,43.87,29.2,0,0,43.87,34.71,complier
44.0,2496.0,35.81,40.0,1,1,65.81,35.849999999999994,complier
43.5,12148.0,53.79,21.3,1,0,53.79,16.140000000000008,never-taker
40.1,522.0,31.94,43.9,1,1,61.94,36.400000000000006,complier
50.7,4747.0,41.39,25.6,1,0,41.39,17.9,never-taker
48.1,2305.0,37.07,31.0,0,0,37.07,18.51,never-taker
49.0,4133.0,40.51,36.1,0,0,40.51,18.020000000000003,never-taker
37.6,13543.0,56.73,22.7,1,0,56.73,15.720000000000006,never-taker
42.6,363.0,31.45,12.2,1,0,31.45,19.31,never-taker
41.6,3621.0,36.51,6.3,0,0,36.51,18.590000000000003,never-taker
42.1,3123.0,37.73,40.8,1,1,67.72999999999999,35.580000000000005,complier
49.1,1179.0,32.21,8.5,0,0,32.21,19.2,never-taker
41.2,6794.0,42.99,19.5,0,0,42.99,17.669999999999995,never-taker
40.8,1814.0,33.79,43.2,0,0,33.79,36.14000000000001,complier
49.2,9615.0,50.11,30.4,1,0,50.11,16.659999999999997,never-taker
53.0,2303.0,38.42,50.6,1,1,68.42,35.480000000000004,complier
50.5,1924.0,34.67,26.7,1,1,64.67,36.010000000000005,complier
39.5,1584.0,33.67,22.8,1,1,63.67,36.16,complier
33.8,2015.0,34.36,40.6,0,0,34.36,36.06,complier
40.1,1641.0,34.68,20.1,1,0,34.68,18.85,never-taker
43.4,2557.0,38.41,44.7,1,1,68.41,35.480000000000004,complier
45.6,480.0,32.84,53.8,0,0,32.84,36.27,complier
41.5,4757.0,39.16,38.3,0,0,39.16,35.38000000000001,complier
49.7,2025.0,35.31,58.1,0,0,35.31,35.92,complier
46.9,10441.0,50.54,51.5,0,0,50.54,33.76,complier
44.1,739.0,34.78,28.1,1,0,34.78,18.83,never-taker
36.9,2388.0,34.34,37.6,1,1,64.34,36.06,complier
49.8,1933.0,34.62,30.6,0,0,34.62,36.02,complier
43.8,2373.0,34.19,37.9,1,1,64.19,36.08,complier
35.1,16842.0,61.33,48.3,0,0,61.33,32.239999999999995,complier
50.1,4893.0,38.95,10.4,0,0,38.95,18.239999999999995,never-taker
53.5,21581.0,66.77,7.4,0,0,66.77,14.299999999999995,never-taker
42.9,3865.0,39.7,63.3,0,0,39.7,35.3,complier
38.9,1840.0,33.79,22.7,1,1,63.79,36.14000000000001,complier
49.6,3975.0,37.94,13.9,0,0,37.94,18.39,never-taker
51.2,6513.0,45.53,22.3,0,0,45.53,17.310000000000002,never-taker
47.5,1289.0,35.27,11.1,1,0,35.27,18.76,never-taker
33.7,10701.0,48.87,14.0,0,0,48.87,16.839999999999996,never-taker
40.8,3428.0,37.48,32.6,1,1,67.47999999999999,35.62,complier
39.5,476.0,33.87,10.8,1,0,33.87,18.96,never-taker
46.8,1890.0,35.52,66.0,1,1,65.52000000000001,35.88999999999999,complier
51.4,2088.0,37.18,10.4,0,0,37.18,18.49,never-taker
44.1,6813.0,45.0,23.5,0,0,45.0,17.380000000000003,never-taker
43.2,4762.0,39.49,39.1,0,0,39.49,35.32999999999999,complier
36.6,5229.0,39.0,17.9,1,1,69.0,35.400000000000006,complier
37.3,831.0,31.62,5.4,0,0,31.62,19.28,never-taker
44.0,11226.0,49.96,44.0,1,1,79.96000000000001,33.85,complier
51.2,2997.0,37.08,26.7,1,0,37.08,18.510000000000005,never-taker
41.5,1932.0,34.21,40.8,0,0,34.21,36.080000000000005,complier
41.1,2546.0,34.37,19.0,0,0,34.37,36.06000000000001,complier
38.5,7153.0,43.76,15.8,0,0,43.76,17.560000000000002,never-taker
37.6,3089.0,37.03,23.8,1,0,37.03,18.51,never-taker
48.8,2768.0,36.35,27.5,1,0,36.35,18.61,never-taker
42.7,1989.0,34.5,20.3,1,0,34.5,18.87,never-taker
48.1,11812.0,50.29,35.6,0,0,50.29,33.800000000000004,complier
34.8,1459.0,33.24,53.2,0,0,33.24,36.21999999999999,complier
42.2,13639.0,53.64,9.8,0,0,53.64,16.159999999999997,never-taker
51.5,3620.0,38.6,9.9,1,0,38.6,18.29,never-taker
38.2,3000.0,35.41,38.1,1,1,65.41,35.91,complier
38.9,720.0,34.35,23.5,0,0,34.35,18.89,never-taker
43.4,1979.0,36.78,50.1,1,1,66.78,35.72,complier
44.0,1784.0,34.84,46.0,0,0,34.84,35.989999999999995,complier
45.4,4305.0,41.49,21.8,0,0,41.49,17.879999999999995,never-taker
43.4,2484.0,34.79,16.2,0,0,34.79,18.83,never-taker
44.3,355.0,30.76,5.6,1,0,30.76,19.399999999999995,never-taker
44.0,719.0,32.21,19.1,1,0,32.21,19.2,never-taker
39.4,1427.0,32.33,36.1,1,1,62.33,36.35000000000001,complier
41.8,6139.0,42.61,63.2,1,1,72.61,34.89,complier
37.3,13877.0,57.22,81.8,0,0,57.22,32.82000000000001,complier
44.9,1310.0,35.57,63.3,1,1,65.57,35.88999999999999,complier
39.6,17289.0,62.33,39.2,1,1,92.33,32.09,complier
46.7,1461.0,35.92,13.8,0,0,35.92,18.67,never-taker
46.6,5356.0,41.25,37.8,0,0,41.25,35.08,complier
33.5,1782.0,33.16,7.7,0,0,33.16,19.06,never-taker
48.2,2964.0,38.42,25.0,0,0,38.42,18.32,never-taker
47.4,599.0,31.32,28.8,0,0,31.32,36.49,complier
44.5,319.0,30.77,59.3,0,0,30.77,36.57000000000001,complier
33.0,2065.0,34.79,51.3,1,1,64.78999999999999,36.00000000000001,complier
34.6,506.0,30.69,15.6,0,0,30.69,36.58,complier
48.0,1465.0,33.81,13.1,0,0,33.81,18.97,never-taker
41.4,3401.0,38.81,33.7,0,0,38.81,35.42999999999999,complier
45.5,3675.0,39.69,13.2,1,0,39.69,18.14,never-taker
29.9,1195.0,34.41,17.7,0,0,34.41,18.89,never-taker
46.4,5314.0,40.33,23.8,0,0,40.33,18.050000000000004,never-taker
40.3,2236.0,37.71,25.8,1,0,37.71,18.42,never-taker
40.2,1929.0,35.05,6.8,0,0,35.05,18.800000000000004,never-taker
48.9,4485.0,41.46,34.4,1,0,41.46,17.89,never-taker
42.2,486.0,31.87,24.1,0,0,31.87,36.41,complier
45.8,2304.0,36.68,32.2,0,0,36.68,18.56,never-taker
39.7,5144.0,41.0,52.7,0,0,41.0,35.120000000000005,complier
53.7,2687.0,35.28,16.9,1,0,35.28,18.76,never-taker
39.9,382.0,32.79,4.3,0,0,32.79,19.12,never-taker
47.9,8747.0,47.16,8.2,1,0,47.16,17.08,never-taker
41.4,1313.0,34.14,23.6,1,0,34.14,18.92,never-taker
44.7,1901.0,36.52,26.9,0,0,36.52,18.59,never-taker
43.0,2698.0,36.57,34.9,1,1,66.57,35.74,complier
42.7,2241.0,37.07,8.1,0,0,37.07,18.51,never-taker
42.4,578.0,33.34,25.6,1,0,33.34,19.04,never-taker
39.5,8046.0,46.25,42.7,1,1,76.25,34.370000000000005,complier
45.9,955.0,34.66,40.3,0,0,34.66,36.02000000000001,complier
45.1,5067.0,39.77,11.0,1,0,39.77,18.129999999999995,never-taker
43.7,7172.0,42.72,5.0,1,0,42.72,17.71,never-taker
50.6,7563.0,46.36,12.4,1,0,46.36,17.189999999999998,never-taker
48.1,9552.0,49.82,19.3,0,0,49.82,16.699999999999996,never-taker
40.5,2828.0,36.41,18.1,0,0,36.41,18.6,never-taker
44.6,612.0,31.38,35.1,0,0,31.38,36.48,complier
49.3,2218.0,36.21,31.2,0,0,36.21,18.630000000000003,never-taker
43.4,3234.0,38.41,42.5,1,1,68.41,35.480000000000004,complier
44.1,12514.0,52.67,34.7,1,1,82.67,33.459999999999994,complier
42.0,1865.0,35.44,22.2,1,0,35.44,18.74,never-taker
41.6,6951.0,41.53,38.4,0,0,41.53,35.03999999999999,complier
48.3,4046.0,37.75,32.3,0,0,37.75,35.58,complier
45.1,6256.0,43.11,19.5,0,0,43.11,17.65,never-taker
47.2,4566.0,38.29,6.9,0,0,38.29,18.340000000000003,never-taker
44.8,631.0,32.23,15.6,1,0,32.23,19.190000000000005,never-taker
41.7,558.0,31.33,20.5,0,0,31.33,36.49,complier
38.7,3951.0,37.66,10.3,1,0,37.66,18.430000000000007,never-taker
42.3,1635.0,33.55,18.4,0,0,33.55,19.010000000000005,never-taker
46.8,17419.0,61.71,33.6,1,1,91.71,32.18,complier
46.2,1065.0,32.64,22.5,0,0,32.64,19.14,never-taker
36.0,815.0,31.89,5.6,1,0,31.89,19.24,never-taker
53.0,9967.0,48.85,33.1,1,1,78.85,33.99999999999999,complier
40.8,1388.0,36.33,34.2,1,0,36.33,18.61,never-taker
43.5,702.0,33.51,56.7,1,1,63.51,36.18,complier
45.1,6206.0,40.65,14.4,1,0,40.65,18.0,never-taker
52.3,917.0,35.68,47.2,0,0,35.68,35.87,complier
39.8,1791.0,34.72,42.8,0,0,34.72,36.010000000000005,complier
39.9,3297.0,36.28,22.6,0,0,36.28,35.78999999999999,complier
39.1,3255.0,37.6,8.9,0,0,37.6,18.43,never-taker
45.1,2406.0,37.71,31.7,0,0,37.71,18.42,never-taker
46.8,8009.0,47.55,56.2,0,0,47.55,34.19,complier
44.9,589.0,31.84,36.2,1,1,61.84,36.42,complier
53.2,1207.0,33.18,52.3,0,0,33.18,36.23,complier
42.3,11818.0,51.34,73.2,1,1,81.34,33.64999999999999,complier
45.1,2208.0,36.2,38.1,0,0,36.2,35.8,complier
35.1,633.0,31.44,37.8,0,0,31.44,36.47,complier
32.1,10935.0,51.69,47.6,0,0,51.69,33.60000000000001,complier
46.6,1397.0,33.02,60.0,1,1,63.02,36.24999999999999,complier
46.6,8643.0,45.48,50.5,1,1,75.47999999999999,34.48,complier
38.2,13921.0,55.8,8.6,1,0,55.8,15.850000000000009,never-taker
43.7,9801.0,46.85,19.8,1,1,76.85,34.29,complier
47.0,2470.0,38.31,19.4,1,0,38.31,18.33,never-taker
42.5,2087.0,34.96,24.5,0,0,34.96,35.970000000000006,complier
39.9,4894.0,38.87,16.1,1,0,38.87,18.25,never-taker
